relation	probability	sentence	left_entity	left_entity_tag	left_entity_span	right_entity	right_entity_tag	right_entity_span
TeRP	0.9988	Initial EKG showed ST depressions , but cardiac enzymes were not elevated .	cardiac enzymes	[TEST]	40_55	elevated	[PROBLEM]	65_73
TeRP	0.9987	No atrial septal defect is seen by 2D or color Doppler .	2d or color doppler	[TEST]	35_54	atrial septal defect	[PROBLEM]	3_23
TeRP	0.9989	This work-up demonstrated a small left basal ganglia infarct , likely cardioembolic .	this work-up	[TEST]	0_12	cardioembolic	[PROBLEM]	70_83
TrAP	0.9989	His course was then complicated by fevers and neutropenia which were treated with antibiotics and a diffuse erythroderm felt to be a drug reaction .	antibiotics	[TREATMENT]	82_93	neutropenia	[PROBLEM]	46_57
TeRP	0.9988	Left upper extremity examination demonstrated no gross deformities , tenderness to palpation in the mid forearm , intact motor function in the median , radial , and ulnar nerve distributions , intact sensation to light touch in the median and radial nerve distributions , decreased sensation in the ulnar-nerve distribution , warm and well perfused limb with 2+ radial pulses .	palpation in the mid forearm	[TEST]	83_111	tenderness	[PROBLEM]	69_79
TrAP	0.5912	At laparotomy , there was a liter of blood in the peritoneal cavity .	laparotomy	[TREATMENT]	3_13	blood in the peritoneal cavity	[PROBLEM]	37_67
PIP	0.9997	Sigmoid diverticulosis with focal narrowing of the sigmoid colon just distal to the dilatation with wall thickening , due to diverticulitis .	diverticulitis	[PROBLEM]	125_139	wall thickening	[PROBLEM]	100_115
TeRP	0.9989	Throughout her course on the Intensive Care Unit service , she has remained unresponsive with imaging studies consistent with a large left middle cerebral artery and posterior cerebral artery distribution cerebral infarction with mass effect and midline shift .	imaging studies	[TEST]	94_109	mass effect	[PROBLEM]	230_241
TeRP	0.9989	A CT neck showed soft tissue swelling obliterating the airway surrounding the ETT tube .	a ct neck	[TEST]	0_9	soft tissue swelling	[PROBLEM]	17_37
PIP	0.9997	At that time , tumor was found to be studding on the right diaphragm , gross tumor in the omentum and large bowel , tumor through the uterine serosa .	tumor	[PROBLEM]	15_20	tumor through the uterine serosa	[PROBLEM]	116_148
TrAP	0.9990	The patient is thus stage IV endometrial and stage III-C ovarian vs metastatic endometrial for line II , cycle I chemotherapy IFEX , MESNA and VP-16 .	mesna	[TREATMENT]	133_138	stage iii-c ovarian	[PROBLEM]	45_64
TrAP	0.9772	1) atrial fibrillation on coumadin ,	coumadin	[TREATMENT]	26_34	atrial fibrillation	[PROBLEM]	3_22
TrAP	0.9990	The patient is a 30 and 08-01 week gestation female , triplet number two , delivered by cesarean section due to progressive preterm labor and triplet gestation .	cesarean section	[TREATMENT]	88_104	triplet gestation	[PROBLEM]	142_159
TrAP	0.9991	Since she was at high risk for both local and metastatic recurrence of her tumor , she received both systemic chemotherapy and radiation therapy .	systemic chemotherapy	[TREATMENT]	101_122	local and metastatic recurrence	[PROBLEM]	36_67
PIP	0.9996	He had been noted to have an ulcer and ultimately when he stabilized it was our feeling that he most likely had a gastric pericardial ulcer and he was transferred here for further management .	a gastric pericardial ulcer	[PROBLEM]	112_139	an ulcer	[PROBLEM]	26_34
PIP	0.9997	His gastrointestinal bleeding issues were investigated with an upper endoscopy which revealed multiple superficial gastric ulcerations consistent with an non-steroidal anti-inflammatory drugs gastropathy .	his gastrointestinal bleeding issues	[PROBLEM]	0_36	an non-steroidal anti-inflammatory drugs gastropathy	[PROBLEM]	151_203
TeRP	0.9989	An echocardiogram was obtained on 4-26 which showed concentric left ventricular hypertrophy with normal _____ left ventricular function , severe right ventricular dilatation with septal hypokinesis and flattening with a question of right ventricular apical clot raised with mild aortic stenosis , severe tricuspid regurgitation and increased pulmonary artery pressure of approximately 70 millimeters , consistent with fairly severe pulmonary hypertension .	an echocardiogram	[TEST]	0_17	right ventricular apical clot	[PROBLEM]	232_261
TrAP	0.9991	4. Oxycodone 5 mg Tablet Sig : One ( 1 ) Tablet PO Q4H ( every 4 hours ) as needed for pain .	oxycodone	[TREATMENT]	3_12	pain	[PROBLEM]	87_91
TeRP	0.9985	He received an MRCP which was negative for evidence of stones .	an mrcp	[TEST]	12_19	stones	[PROBLEM]	55_61
PIP	0.9997	He also had a high CO and low SVR suggestive of sepsis , but he never had an elevated WBC and was afebrile during his entire hospital admission with negative blood , urine , wound , and pleural fluid cultures .	a high co	[PROBLEM]	12_21	sepsis	[PROBLEM]	48_54
PIP	0.9995	He was started on IV ig and IV Solu-Medrol for a diagnosis of myasthenia gravis given his past history of thymoma .	myasthenia gravis	[PROBLEM]	62_79	thymoma	[PROBLEM]	106_113
PIP	0.9997	Ophthalmology noted that this left Martha coloboma was likely an isolated anomaly in the absence of other pathology .	this left martha coloboma	[PROBLEM]	25_50	an isolated anomaly	[PROBLEM]	62_81
TrAP	0.9991	The patient was admitted for treatment of a presumed aspiration pneumonia and for rehydration .	treatment	[TREATMENT]	29_38	aspiration pneumonia	[PROBLEM]	53_73
TeRP	0.9988	VITAL : afebrile , 96 , 108/51 , O2sat99%RA	vital	[TEST]	0_5	afebrile	[PROBLEM]	8_16
TeRP	0.9989	Workup revealed ischemic bowel secondary to Celiac and SMA stenoses .	workup	[TEST]	0_6	celiac	[PROBLEM]	44_50
TeRP	0.9988	Review of systems was significant for progressive abdominal discomfort , decreased oral intake , and weakness in the past nine weeks .	review of systems	[TEST]	0_17	progressive abdominal discomfort	[PROBLEM]	38_70
TeRP	0.9989	Right lower extremity examination demonstrated mild swelling and ecchymosis of the right posterior thigh and approximately a 3 cm laceration in the lower leg , expressive of moderate amounts of standard sterile	right lower extremity examination	[TEST]	0_33	mild swelling	[PROBLEM]	47_60
TeRP	0.9989	After rigid bronchoscopy with removal of the intratracheal tumor component on 2018-04-24 , stat pathology showed anaplastic tumor .	stat pathology	[TEST]	91_105	anaplastic tumor	[PROBLEM]	113_129
TeRP	0.9989	The electrocardiogram showed normal sinus rhythm with old Q wave inferior myocardial infarction .	the electrocardiogram	[TEST]	0_21	old q wave inferior myocardial infarction	[PROBLEM]	54_95
TeRP	0.9988	The patient had a chest X-ray which showed mild pulmonary edema .	a chest x-ray	[TEST]	16_29	mild pulmonary edema	[PROBLEM]	43_63
PIP	0.9997	In addition , she has some dysphagia , particularly has had some difficulties with swallowing .	some dysphagia	[PROBLEM]	22_36	some difficulties with swallowing	[PROBLEM]	60_93
TrCP	0.9926	Transdermal nitroglycerin caused headache .	transdermal nitroglycerin	[TREATMENT]	0_25	headache	[PROBLEM]	33_41
TrAP	0.9990	She was obtunded and was thus intubated for airway protection .	airway protection	[TREATMENT]	44_61	obtunded	[PROBLEM]	8_16
TrCP	0.9928	There were no complications during the procedure and the patient returned to the recovery room in stable condition .	the procedure	[TREATMENT]	35_48	complications	[PROBLEM]	14_27
TeRP	0.9989	EKG showed normal sinus rhythm at 90 with normal intervals and ST wave inversions and early R wave progression .	ekg	[TEST]	0_3	st wave inversions	[PROBLEM]	63_81
TeRP	0.9989	Pathology showed grade II-III papillary adenocarcinoma of the endometrium with squamous differentiation which was focally invasive and superficial myometrium .	pathology	[TEST]	0_9	grade ii-iii papillary adenocarcinoma of the endometrium	[PROBLEM]	17_73
TeRP	0.9990	The patient was transfused two units and an esophagogastroduodenoscopy done where it showed gastritis , candidal esophagitis and portal hypertensive gastropathy without varices .	an esophagogastroduodenoscopy	[TEST]	41_70	gastritis	[PROBLEM]	92_101
TeRP	0.9989	The echocardiogram showed a 44% ejection fraction with anterior akinesis and septal hypokinesis .	the echocardiogram	[TEST]	0_18	anterior akinesis	[PROBLEM]	55_72
PIP	0.9996	6. Single mental status change times two hours during episode of blood transfusion reaction .	single mental status change	[PROBLEM]	3_30	blood transfusion reaction	[PROBLEM]	65_91
TrCP	0.9920	Epistaxis to Coumadin in the past .	coumadin	[TREATMENT]	13_21	epistaxis	[PROBLEM]	0_9
TeRP	0.9989	On the following day the patient underwent an echocardiogram which demonstrated dilated right ventricle secondary to chronic dysfunction and a pulmonary artery pressure of greater than 100 .	an echocardiogram	[TEST]	43_60	dilated right ventricle	[PROBLEM]	80_103
TrAP	0.9971	16) Robituss in AC five to ten milliliters p.o. q.h.s. p.r.n. cough .	robituss in ac	[TREATMENT]	4_18	cough	[PROBLEM]	62_67
TrAP	0.9990	Left buttock area has a dressing over the sacral decubitus ulcer .	a dressing	[TREATMENT]	22_32	the sacral decubitus ulcer	[PROBLEM]	38_64
TrWP	0.9239	On July 29 , the septic state with low SVR and acidosis accelerated beyond the control of maximal support .	maximal support	[TREATMENT]	90_105	low svr	[PROBLEM]	35_42
TrAP	0.9992	PLEASE CLEAN INCISION SITE WITH NORMAL SALINE OR CLEAN WATER THREE TIMES A DAY AND PLACE ANTIBIOTIC OINTMENT ( GIVEN ) ON TOP OF WOUND .	antibiotic ointment	[TREATMENT]	89_108	incision site	[PROBLEM]	13_26
TrAP	0.9992	The patient is status post radiation therapy and resection and reconstruction for his laryngeal cancer .	reconstruction	[TREATMENT]	63_77	his laryngeal cancer	[PROBLEM]	82_102
PIP	0.9996	1. Distended gallbladder with impacted 1.6 cm gallstone , focal wall thickening , and positive sonAllan Stephens sign - findings consistent with acute cholecystitis .	acute cholecystitis	[PROBLEM]	145_164	distended gallbladder	[PROBLEM]	3_24
TrAP	0.9988	At the same time the patient was seen in consultation by the Infectious Disease Service who upon culturing the patient 's sternal drainage switched the patient from intravenous Unasyn to Levofloxacin for what appeared to be Citrobacter and Diphtheroids in the wound cultures .	levofloxacin	[TREATMENT]	187_199	citrobacter	[PROBLEM]	224_235
TeCP	0.9915	Had Chest CT to r / o dissection ( due to back pain ) which was neg.	chest ct	[TEST]	4_12	dissection	[PROBLEM]	22_32
TeRP	0.9989	Endoscopy never revealed specific sources of bleeding , although he appeared to have a diffuse duodenitis .	endoscopy	[TEST]	0_9	a diffuse duodenitis	[PROBLEM]	85_105
PIP	0.9996	She had positive blood cultures at Mediplex Rehab Hospital Hospital for gram negative rods .	gram negative rods	[PROBLEM]	72_90	positive blood cultures	[PROBLEM]	8_31
TrWP	0.9238	Overnight on pt 's first evening on the floor , she had episode of desaturation with inc O2 requirement ( 4L -> 6L -> sating 91% on NRB ) - CXR with worsening - non responsive to lasix .	lasix	[TREATMENT]	179_184	worsening	[PROBLEM]	149_158
PIP	0.9996	1. Familial cavernous hemangiomas , status post a subacute pontine hemorrhage .	a subacute pontine hemorrhage	[PROBLEM]	48_77	familial cavernous hemangiomas	[PROBLEM]	3_33
TeRP	0.9988	4. Abnormal liver function tests - The patient had an isolated , elevated alkaline phosphatase with a confirmatory elevation in his gamma glutamyl transferase .	his gamma glutamyl transferase	[TEST]	128_158	a confirmatory elevation	[PROBLEM]	100_124
TeRP	0.9989	The left ventriculography shows anterior akinesis and apical severe hypokinesis with a moderately depressed ejection fraction , cardiac output of 3.9 , index of 2.0 .	the left ventriculography	[TEST]	0_25	anterior akinesis	[PROBLEM]	32_49
TeRP	0.9988	The acute onset of chest pain was initially very concerning for a PE , however the Chest CT demonstrated multifocal consolidation consistent with a bacterial PNA .	the chest ct	[TEST]	79_91	multifocal consolidation	[PROBLEM]	105_129
TrAP	0.9903	3. Bilateral renal artery stenosis status post stent left renal artery .	stent left renal artery	[TREATMENT]	47_70	bilateral renal artery stenosis	[PROBLEM]	3_34
TeRP	0.9988	Her electrocardiogram showed no specific ST changes , but there was some loss of her R wave progression laterally .	her electrocardiogram	[TEST]	0_21	specific st changes	[PROBLEM]	32_51
TrAP	0.9990	The patient will follow up with Dr. Falccouette to schedule for excision and closure of her left ischial sacral decubitus .	closure	[TREATMENT]	77_84	her left ischial sacral decubitus	[PROBLEM]	88_121
TeRP	0.9988	Electrolytes were within normal limits , liver function tests within normal limits , and EKG showed a heart rate of 128 , axis 73 , and possible ectopic P .	ekg	[TEST]	89_92	ectopic p	[PROBLEM]	145_154
TrAP	0.9989	17. Milk of Magnesia 30 cc p.o. q day constipation .	milk of magnesia	[TREATMENT]	4_20	constipation	[PROBLEM]	38_50
TeRP	0.9988	Chest xray reveals no consolidation or signs of edema .	chest xray	[TEST]	0_10	consolidation	[PROBLEM]	22_35
TrNAP	0.9615	The CCU fellow and team declined to do pericardial drainage , as the pt was hemodynamically stable , without change in appearance of effusion by echo performed at bedside by cards fellow .	pericardial drainage	[TREATMENT]	39_59	change in appearance of effusion	[PROBLEM]	109_141
TeRP	0.9990	His catheterization revealed 70% stenosis of the distal left main coronary artery , 90% stenosis of the LAD , 80% stenosis of the circumflex , 90% stenosis of OM2 and a proximally occluded right coronary artery .	his catheterization	[TEST]	0_19	90% stenosis of the lad	[PROBLEM]	84_107
PIP	0.9997	Initially the differential was thought to include shock liver from hypotension , hepatitis , cholangitis or choledocholithiasis .	shock liver	[PROBLEM]	50_61	cholangitis	[PROBLEM]	93_104
PIP	0.9996	Mr. Gach is an 80 year old man with aprevious history of coronary artery disease who was transferred from Linghs County Medical Center to Oaksgekesser/ Memorial Hospital because of an apparent infected wound , including the PICC line in his right elbow and positive blood cultures for Staph. aureus associated with fever .	staph. aureus	[PROBLEM]	285_298	fever	[PROBLEM]	315_320
TrAP	0.9968	Tylenol 650 mg po q4h p.r.n. , Dulcolax 10 mg per rectum b.i.d. p.r.n. , Decadron 5 mg IV q6h , Digoxin 0.25 mg po q day , Colace 100 mg po t.i.d. , Florinef 0.1 mg po q day for presumed adrenal insufficiency , Imipenem 500 mg IV q6h , insulin NPH 60 units subcu q a.m. , insulin NPH 20 units subcu q p.m. , insulin CZI sliding scale regular , Synthroid 125 mcg po q day , magnesium sliding scale , potassium sliding scale today , morphine sulfate IV p.r.n. dressing changes and breakthrough pain , Carafate 1 gm po q.i.d. , Tobramycin 200 mg IV q30h , Vancomyin 1 mg IV q18h.	florinef	[TREATMENT]	149_157	adrenal insufficiency	[PROBLEM]	187_208
TrNAP	0.9692	2. His non-essential medications that may have been contributing to his change in mental status were discontinued ; those included Temocillin , Nortriptyline , Haldol , Lorazepam , Venlafaxine , Bupropion , and Gabapentin .	lorazepam	[TREATMENT]	169_178	his change in mental status	[PROBLEM]	68_95
TeRP	0.9989	By hospital day number six , however , the patient became febrile to 100.7 and repeat urinalysis showed 20-30 white blood cells and 1+ bacteria .	repeat urinalysis	[TEST]	79_96	20-30 white blood cells	[PROBLEM]	104_127
TeRP	0.9234	The patient was admitted for her gait disorder with other notable findings on examination including anisocoria , which , by the patient &apos;s report , had been noted several months earlier .	examination	[TEST]	78_89	notable findings	[PROBLEM]	58_74
TrCP	0.9928	Positioning limits assessment of alignment due to extreme head tilting to the right , but this is likely the best obtainable secondary to intubation and nasogastric tube placement .	nasogastric tube placement	[TREATMENT]	153_179	extreme head tilting to the right	[PROBLEM]	50_83
TeRP	0.9989	Had subsequent abnormal stress test and pefusion imaging showed EF 38% with perfusion defects .	pefusion imaging	[TEST]	40_56	perfusion defects	[PROBLEM]	76_93
TeRP	0.9983	During this time , a needle aspiration of what was felt to be the pericardium was performed revealing bloody fluid coming back .	a needle aspiration	[TEST]	19_38	bloody fluid	[PROBLEM]	102_114
TeCP	0.9835	She was then started on Heparin with transition to Coumadin ( goal INR of 2-3 secondary to h/o bilateral DVT 's).	inr	[TEST]	67_70	bilateral dvt	[PROBLEM]	95_108
PIP	0.9997	However , subsequent it was determined that the patient 's hypotension may have been related to his rapid ventricular response and right heart failure .	the patient 's hypotension	[PROBLEM]	44_70	his rapid ventricular response	[PROBLEM]	96_126
TrCP	0.4346	The cuff on his tracheostomy tube was put down on 11-23 , postoperative day two which he tolerated well with minimal secretions and a strong adequate cough .	his tracheostomy tube	[TREATMENT]	12_33	minimal secretions	[PROBLEM]	109_127
TrIP	0.9641	The patient was started on Clindamycin intravenous and Cefuroxime intravenous with clearing of his fever but persistence of cough , choking , and intermittently many coarse rales in his base with no clearing by x-ray .	clindamycin intravenous	[TREATMENT]	27_50	cough	[PROBLEM]	124_129
TeRP	0.9988	EKG - NSR 70 , nl axis , nl int , old TWI III , F ; old J pointing V 04-04	ekg	[TEST]	0_3	old j pointing v	[PROBLEM]	52_68
TeRP	0.9989	Initial electrocardiogram showed a normal sinus rhythm at 65 , normal axis , 2-mm ST elevations in lead III , 1-mm ST elevations in aVF and V1 , 1-mm ST depressions in I and aVL ; consistent with an inferior and right ventricular infarction .	initial electrocardiogram	[TEST]	0_25	1-mm st elevations in avf and v1	[PROBLEM]	110_142
TrAP	0.9989	The patient &apos;s penile ulcer was cultured and grew positive herpes simplex virus and the patient was started on Acyclovir .	acyclovir	[TREATMENT]	116_125	the patient &apos;s penile ulcer	[PROBLEM]	0_32
PIP	0.9997	5. Paraplegia secondary to HTLV from a trip to the Bahamas five to six years ago .	paraplegia	[PROBLEM]	3_13	htlv	[PROBLEM]	27_31
PIP	0.9996	IF SIGNS AND SYMPTOMS OF INFECTION , SUCH AS FEVERS / CHILLS , PURULENT DISCHARGE FROM WOUND / INCISION SITE , INCREASED REDNESS , INCREASED PAIN , PLEASE CALL OR GO TO THE EMERGENCY ROOM .	infection	[PROBLEM]	25_34	chills	[PROBLEM]	54_60
TeRP	0.9988	Exam notable for hyperactive bowel sounds with abd distention and tenderness to palpation at LLQ and RLQ .	exam	[TEST]	0_4	tenderness	[PROBLEM]	66_76
TeRP	0.9989	Electrocardiogram showed sinus tachycardia at 115 with a normal axis , intermittent Q wave in III; a wavy baseline .	electrocardiogram	[TEST]	0_17	intermittent q wave in iii;	[PROBLEM]	71_98
TeRP	0.9989	Echo showed ef 45-50% , with mild dilatation and no significant valvular disease , and nl PAP .	echo	[TEST]	0_4	significant valvular disease	[PROBLEM]	52_80
TeRP	0.9989	04-24 PICC Bld Cx : pseudomonas Diaz to zosyn , cipro , cefepime , Tardugno -- staph epi- Gray to vanc	picc bld cx	[TEST]	6_17	staph epi-	[PROBLEM]	79_89
TeRP	0.9989	EKG before discharge showed mild QT prolongation and no effect from amiodarone .	ekg	[TEST]	0_3	mild qt prolongation	[PROBLEM]	28_48
PIP	0.9997	Basilar artery stenosis with basilar thrombosis and &quot; top of the basilar &quot; syndrome .	basilar artery stenosis	[PROBLEM]	0_23	basilar thrombosis	[PROBLEM]	29_47
TrIP	0.9571	Her chest pain was controlled with morphine .	morphine	[TREATMENT]	35_43	her chest pain	[PROBLEM]	0_14
TeRP	0.9988	His UA had 10-17 white blood cells ; trace leukocyte esterase hyaline casts numbering 60-70 .	his ua	[TEST]	0_6	10-17 white blood cells	[PROBLEM]	11_34
PIP	0.9997	The anterior and posterior of the frontal sinus was fractured with communication with the ethmoid air cells , presumably caused air in the orbit .	fractured	[PROBLEM]	52_61	communication with the ethmoid air cells	[PROBLEM]	67_107
TeRP	0.9989	A chest x-ray in the Oaksgekesser/ Memorial Hospital Emergency Room showed new changes on his chest x-ray on top of his usual severe bilateral emphysema_____ with scarring in both lungs .	a chest x-ray	[TEST]	0_13	new changes	[PROBLEM]	75_86
TeRP	0.9989	The first imaging study that was done at Hahnemann General Hospital was a MRCP which revealed an enhanced thickened gallbladder wall consistent with chronic cholecystitis .	a mrcp	[TEST]	72_78	an enhanced thickened gallbladder wall	[PROBLEM]	94_132
TrCP	0.9883	The patient was admitted to the hospital overnight for pai n management in the setting of a large incision with large amounts of dissection during the procedure .	the procedure	[TREATMENT]	147_160	dissection	[PROBLEM]	129_139
TeRP	0.9979	Followed with yearly abdominal CT without radiographic progression .	yearly abdominal ct	[TEST]	14_33	radiographic progression	[PROBLEM]	42_66
TrAP	0.9990	The patient is a 60 year old diabetic who underwent an APR in 1989 for rectal carcinoma and has been doing following radiation therapy and 5FU .	an apr	[TREATMENT]	52_58	rectal carcinoma	[PROBLEM]	71_87
PIP	0.9997	prn albuterol only given A fib with RVR	a fib	[PROBLEM]	25_30	rvr	[PROBLEM]	36_39
TeRP	0.9988	Renal Failure : creatinine on admission was 1.6 Likely acute hypertensive nephropathy plus probalbe long-standing hypertensive disease .	creatinine	[TEST]	16_26	long-standing hypertensive disease	[PROBLEM]	100_134
PIP	0.9997	No signs of end-organ damage at present except for elevated creatinine , which is more likely a chronic problem .	elevated creatinine	[PROBLEM]	51_70	a chronic problem	[PROBLEM]	94_111
TeRP	0.9989	In the ICU she also received an echo that revealed normal function and little valvular disease ( she has two loud systolic murmurs on exam ) , and a hip film revealing no inflammation nor loosening .	an echo	[TEST]	29_36	little valvular disease	[PROBLEM]	71_94
TrAP	0.9896	History of coronary artery disease with status post two-vessel CABG in 1986 , also he was treated for congestive heart failure , hypertension , aortic valve replacement , and mitral valve replacement with St. Jude &apos;s valve in 09/2001 , atrial fibrillation , history of prior GI bleed requiring blood transfusions during which he also had a colonoscopy on 05/2003 which demonstrated no neoplasia and scattered diverticuli .	two-vessel cabg	[TREATMENT]	52_67	coronary artery disease	[PROBLEM]	11_34
TeRP	0.5158	Echocardiogram was checked to rule out CHF , showed LVH and trace TR , ejection fraction of 60% without any pulmonary hypertension .	echocardiogram	[TEST]	0_14	trace tr	[PROBLEM]	60_68
TrAP	0.9982	The patient was advised that he needs to speak with his PCP about medication for antianxiety and / or further testing or counseling to help control his anxiety level .	medication for antianxiety	[TREATMENT]	66_92	his anxiety level	[PROBLEM]	148_165
TeRP	0.9988	The cultures grew out enterobacter cloacae .	the cultures	[TEST]	0_12	enterobacter cloacae	[PROBLEM]	22_42
TeRP	0.9980	Argatroban was started abd a HIT panel was sent , HIT panel was positive .	hit panel	[TEST]	50_59	positive	[PROBLEM]	64_72
PIP	0.9997	He developed another round of acute renal failure with ATN and casts in his urine .	acute renal failure	[PROBLEM]	30_49	casts in his urine	[PROBLEM]	63_81
TeRP	0.9987	Neuro exam-the Mental Status Exam was variable , intermittently responsive , unable to follow commands .	mental status exam	[TEST]	15_33	intermittently responsive	[PROBLEM]	49_74
TeRP	0.9989	Chest x-ray showed left atrial , right ventricular and pulmonary arterial enlargement and interstitial edema with small , bilateral effusions .	chest x-ray	[TEST]	0_11	small , bilateral effusions	[PROBLEM]	114_141
TeRP	0.9988	Left humerus film series demonstrated no evidence of fracture or displacement .	left humerus film series	[TEST]	0_24	displacement	[PROBLEM]	65_77
TeCP	0.9878	His digoxin was found to be elevated so his Digoxin was held for four days while levels slowly came down .	levels	[TEST]	81_87	elevated	[PROBLEM]	28_36
TeRP	0.9989	Left forearm and wrist series demonstrated transverse mid shaft radial fracture with ulnar displacement .	left forearm and wrist series	[TEST]	0_29	ulnar displacement	[PROBLEM]	85_103
TrAP	0.9987	CAD : on asa , b blocker , ace .	asa	[TREATMENT]	9_12	cad	[PROBLEM]	0_3
TeCP	0.9922	Stool cultures have been sent numerous times as well as analysis for C. difficile toxin .	analysis	[TEST]	56_64	c. difficile toxin	[PROBLEM]	69_87
PIP	0.9996	On 11-08 , he had an episode of acute shortness of breath with chest pressure which he describes as different from his typical angina with minimal exertion .	chest pressure	[PROBLEM]	63_77	his typical angina	[PROBLEM]	115_133
TeRP	0.9986	The BUN was 70 and creatinine was 4.6 and for this reason she had ultrasound of the kidney which showed bilateral hydronephrosis .	ultrasound of the kidney	[TEST]	66_90	bilateral hydronephrosis	[PROBLEM]	104_128
TeRP	0.9988	He had several repeat imaging studies during his Intensive Care Unit stay which showed further demarcation , but not extension of his prior infarct , both on computerized tomography scan and DWI images .	several repeat imaging studies	[TEST]	7_37	extension of his prior infarct	[PROBLEM]	117_147
PIP	0.9997	# Neurologic - The patient was seen by the Neurology consult service and underwent MRI head which revealed lesions suspicious for metastases , possible hemorrhages , and findings consistent with hypoxic brain injury .	lesions	[PROBLEM]	107_114	metastases	[PROBLEM]	130_140
TeRP	0.9989	His TTE showed EF 45-50% , moderate cLVH , abnormal diastolic function , moderate MR , moderate TR and severe LAE .	his tte	[TEST]	0_7	severe lae	[PROBLEM]	103_113
PIP	0.9997	This is a 76 year old white male with severe chronic obstructive pulmonary disease who has had several recent admissions to Oaksgekesser/ Memorial Hospital for respiratory insuffiencey most often secondary to pneumonia .	respiratory insuffiencey	[PROBLEM]	160_184	pneumonia	[PROBLEM]	209_218
TrAP	0.9993	In the Emergency Department , the patient was given nebulizer treatment , started on antibiotics for presumed chronic obstructive pulmonary disease exacerbation .	nebulizer treatment	[TREATMENT]	52_71	chronic obstructive pulmonary disease exacerbation	[PROBLEM]	110_160
TeRP	0.9989	An abdominal and pelvic CT scan with IV contrast revealed bilateral pulmonary nodules and bilateral pleural effusions , extensive liver metastases , narrowing of the intra hepatic IVC and distention of the azygous system suggestive of IVC obstruction by liver metastases ; ascites ; multiple bony metastases ; and an isolated splenic metastases .	an abdominal and pelvic ct scan with iv contrast	[TEST]	0_48	ivc obstruction	[PROBLEM]	235_250
TrCP	0.9935	In terms of his liver abnormalities , it was felt that viral hepatitis was in the differential as well as several opportunistic infections of the liver but also was felt that Bactrim could be a cause of these abnormalities .	bactrim	[TREATMENT]	175_182	these abnormalities	[PROBLEM]	203_222
TeRP	0.9987	He did have a slight elevation of his TPK with an additional value of 198 with a MB fraction of 5.7 , which makes for a percentage of 2.9 .	his tpk	[TEST]	34_41	a slight elevation	[PROBLEM]	12_30
PIP	0.9996	1. Pulmonary Edema and Hypoxic Respiratory Failure	hypoxic respiratory failure	[PROBLEM]	23_50	pulmonary edema	[PROBLEM]	3_18
TeRP	0.9988	HEENT examination is notable for bilateral esotropia .	heent examination	[TEST]	0_17	bilateral esotropia	[PROBLEM]	33_52
PIP	0.9997	A biopsy at that time revealed grade 1B rejection with endothelialitis and eosinophils .	grade 1b rejection	[PROBLEM]	31_49	endothelialitis	[PROBLEM]	55_70
TrAP	0.9983	2) Metastatic RCC : Sutent was held on admission in light of acute infection .	sutent	[TREATMENT]	20_26	metastatic rcc	[PROBLEM]	3_17
TeRP	0.9988	Electrocardiogram showed atrial fibrillation with rapid ventricular response and atrial flutter .	electrocardiogram	[TEST]	0_17	atrial fibrillation	[PROBLEM]	25_44
PIP	0.9996	2. Peripheral patchy opacities are seen bilaterally , most consistent with multifocal pneumonia .	multifocal pneumonia	[PROBLEM]	75_95	peripheral patchy opacities	[PROBLEM]	3_30
PIP	0.9997	There is an air / fluid level within the right maxillary sinus - ? acute sinusitis , but acute blood cannot be excluded , in the setting of acute trauma .	an air / fluid level within the right maxillary sinus	[PROBLEM]	9_62	acute sinusitis	[PROBLEM]	67_82
TeCP	0.9913	The patient was instructed to followup with her internist regarding further evaluation of her hypertension , and should be assessed regarding further management , as an inpatient , or while receiving chemotherapy .	further evaluation	[TEST]	68_86	her hypertension	[PROBLEM]	90_106
TrAP	0.9950	The patient is status post uterine artery embolization on 2009-01-07 secondary to fibroids .	uterine artery embolization	[TREATMENT]	27_54	fibroids	[PROBLEM]	82_90
TeCP	0.9560	This could represent either an atypically located blood clot or an intraventricular mass , and further evaluation with contrast - enhanced MRI of the brain , when clinically feasible , is recommended .	contrast - enhanced mri of the brain	[TEST]	119_155	an intraventricular mass	[PROBLEM]	64_88
PIP	0.9997	Stable , with active problems being respiratory failure , urinary tract infection , and bleeding diathesis .	active problems	[PROBLEM]	14_29	bleeding diathesis	[PROBLEM]	88_106
TrAP	0.9990	The patient was started on Meclizine on December 31 , 2000 for her nausea and vertigo .	meclizine	[TREATMENT]	27_36	her nausea	[PROBLEM]	63_73
TrCP	0.9884	You will be given pain medication which may make you drowsy .	pain medication	[TREATMENT]	18_33	drowsy	[PROBLEM]	53_59
TeRP	0.9987	Her sedimentation rate was elevated at 110 .	her sedimentation rate	[TEST]	0_22	elevated	[PROBLEM]	27_35
PIP	0.9997	The heart examination revealed that the patient had a sustained PMI which was located in the left mid clavicular line , S1 , near complete obliteration of the second heart sound by a two out of six high pitched murmur peaking at mid to late systole and heard across the precordium .	near complete obliteration of the second heart sound	[PROBLEM]	125_177	a two out of six high pitched murmur	[PROBLEM]	181_217
TeRP	0.9989	RUQ U/s demonstrated multiple small gallstones with sludges without evidence of pericholecystic fluid or significant dilatation of the gallbladder .	ruq u/s	[TEST]	0_7	pericholecystic fluid	[PROBLEM]	80_101
